insight_id,customer_id,generated_date,insight_type,risk_score,primary_issue,recommended_actions,actions_taken,outcome_status,health_score_before,health_score_after,health_score_change,churn_prevented,expansion_occurred,expansion_arr,mrr_retained,customer_feedback,learnings
INS-5039,HC-1116,2025-07-24,churn_risk,51,hipaa_compliance,"[""Executive escalation call"", ""Resolve hipaa compliance issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-09-05""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-26""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-26""}]",resolved,49,76,27,True,False,0.0,22771,Very satisfied with response. Issues resolved quickly.,"[""Fast response critical for hipaa compliance issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5040,HC-1119,2025-07-10,churn_risk,44,billing_workflow,"[""Executive escalation call"", ""Resolve billing workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-14""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-13""}]",unresolved,56,51,-5,False,False,0.0,540,Unfortunately decided to move to competitor,"[""Fast response critical for billing workflow issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5041,HC-1121,2025-08-19,churn_risk,59,claims_management,"[""Executive escalation call"", ""Resolve claims management issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-15""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-18""}]",unresolved,41,35,-6,False,False,0.0,3469,Unfortunately decided to move to competitor,"[""Fast response critical for claims management issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5042,HC-1124,2025-07-11,churn_risk,52,patient_portal,"[""Executive escalation call"", ""Resolve patient portal issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-30""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-07-20""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-14""}]",resolved,48,82,34,True,False,0.0,5153,Good progress but still monitoring closely.,"[""Fast response critical for patient portal issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5043,HC-1127,2025-08-29,churn_risk,55,reporting_analytics,"[""Executive escalation call"", ""Resolve reporting analytics issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-20""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-07-31""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-09-16""}]",resolved,45,94,49,True,False,0.0,2250,Very satisfied with response. Issues resolved quickly.,"[""Fast response critical for reporting analytics issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5044,HC-1128,2025-08-09,churn_risk,51,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-12""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-29""}]",unresolved,49,47,-2,False,False,0.0,6157,Unfortunately decided to move to competitor,"[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5045,HC-1129,2025-08-09,churn_risk,52,patient_portal,"[""Executive escalation call"", ""Resolve patient portal issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-15""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-04""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-09-05""}]",resolved,48,82,34,True,False,0.0,4930,"Too little, too late. Already committed to alternative.","[""Fast response critical for patient portal issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5046,HC-1133,2025-09-02,churn_risk,43,telehealth_setup,"[""Executive escalation call"", ""Resolve telehealth setup issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-25""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-30""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-27""}]",resolved,57,97,40,True,False,0.0,44430,Appreciate the attention. Staying with platform.,"[""Fast response critical for telehealth setup issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5047,HC-1136,2025-08-06,churn_risk,46,billing_workflow,"[""Executive escalation call"", ""Resolve billing workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-29""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-21""}]",unresolved,54,51,-3,False,False,0.0,1204,Unfortunately decided to move to competitor,"[""Fast response critical for billing workflow issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5048,HC-1142,2025-07-31,churn_risk,46,ehr_integration,"[""Executive escalation call"", ""Resolve ehr integration issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-16""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-19""}]",unresolved,54,51,-3,False,False,0.0,1855,Unfortunately decided to move to competitor,"[""Fast response critical for ehr integration issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5049,HC-1143,2025-07-23,churn_risk,43,billing_workflow,"[""Executive escalation call"", ""Resolve billing workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-15""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-16""}]",unresolved,57,52,-5,False,False,0.0,6971,Unfortunately decided to move to competitor,"[""Fast response critical for billing workflow issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5050,HC-1145,2025-07-21,churn_risk,42,hipaa_compliance,"[""Executive escalation call"", ""Resolve hipaa compliance issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-24""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-27""}]",unresolved,58,66,8,False,False,0.0,1812,Unfortunately decided to move to competitor,"[""Fast response critical for hipaa compliance issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5051,HC-1148,2025-07-09,churn_risk,48,patient_portal,"[""Executive escalation call"", ""Resolve patient portal issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-30""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-07-20""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-23""}]",resolved,52,91,39,True,False,0.0,5294,"Too little, too late. Already committed to alternative.","[""Fast response critical for patient portal issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5052,HC-1150,2025-07-17,churn_risk,61,clinical_documentation,"[""Executive escalation call"", ""Resolve clinical documentation issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-01""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-07-22""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-29""}]",resolved,39,59,20,True,True,22419.096301593963,5584,"Too little, too late. Already committed to alternative.","[""Fast response critical for clinical documentation issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5053,HC-1152,2025-08-17,churn_risk,54,insurance_verification,"[""Executive escalation call"", ""Resolve insurance verification issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-31""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-10""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-14""}]",resolved,46,94,48,True,False,0.0,40338,"Too little, too late. Already committed to alternative.","[""Fast response critical for insurance verification issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5054,HC-1153,2025-08-23,churn_risk,64,insurance_verification,"[""Executive escalation call"", ""Resolve insurance verification issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-26""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-07-24""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-18""}]",resolved,36,56,20,True,False,0.0,1953,Very satisfied with response. Issues resolved quickly.,"[""Fast response critical for insurance verification issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5055,HC-1154,2025-08-16,churn_risk,50,hipaa_compliance,"[""Executive escalation call"", ""Resolve hipaa compliance issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-04""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-09-12""}]",unresolved,50,47,-3,False,False,0.0,6306,Unfortunately decided to move to competitor,"[""Fast response critical for hipaa compliance issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5056,HC-1155,2025-07-23,churn_risk,55,insurance_verification,"[""Executive escalation call"", ""Resolve insurance verification issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-21""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-28""}]",unresolved,45,41,-4,False,False,0.0,31335,Unfortunately decided to move to competitor,"[""Fast response critical for insurance verification issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5057,HC-1158,2025-08-17,churn_risk,61,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-15""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-31""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-21""}]",resolved,39,62,23,True,False,0.0,1192,"Too little, too late. Already committed to alternative.","[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5058,HC-1162,2025-09-01,churn_risk,41,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-09""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-07-28""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-18""}]",resolved,59,96,37,True,False,0.0,5929,Very satisfied with response. Issues resolved quickly.,"[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5059,HC-1163,2025-07-27,churn_risk,48,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-09""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-09-09""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-31""}]",resolved,52,100,49,True,True,34911.966212641,6364,Good progress but still monitoring closely.,"[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5060,HC-1166,2025-07-20,churn_risk,50,billing_workflow,"[""Executive escalation call"", ""Resolve billing workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-14""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-01""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-09-12""}]",resolved,50,73,23,True,False,0.0,750,Very satisfied with response. Issues resolved quickly.,"[""Fast response critical for billing workflow issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5061,HC-1167,2025-07-15,churn_risk,49,billing_workflow,"[""Executive escalation call"", ""Resolve billing workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-30""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-09-09""}]",unresolved,51,51,0,False,False,0.0,9109,Unfortunately decided to move to competitor,"[""Fast response critical for billing workflow issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5062,HC-1169,2025-08-24,churn_risk,51,prescription_workflow,"[""Executive escalation call"", ""Resolve prescription workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-13""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-24""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-30""}]",resolved,49,88,39,True,True,9567.40559960631,1582,Very satisfied with response. Issues resolved quickly.,"[""Fast response critical for prescription workflow issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5063,HC-1170,2025-07-29,churn_risk,41,claims_management,"[""Executive escalation call"", ""Resolve claims management issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-09-08""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-07-22""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-17""}]",resolved,59,98,39,True,True,47390.81094204176,12005,Appreciate the attention. Staying with platform.,"[""Fast response critical for claims management issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5064,HC-1172,2025-08-29,churn_risk,58,billing_workflow,"[""Executive escalation call"", ""Resolve billing workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-14""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-16""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-27""}]",resolved,42,67,25,True,True,25187.9522888251,4890,Good progress but still monitoring closely.,"[""Fast response critical for billing workflow issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5065,HC-1174,2025-08-12,churn_risk,42,clinical_documentation,"[""Executive escalation call"", ""Resolve clinical documentation issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-13""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-08""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-23""}]",resolved,58,85,27,True,False,0.0,513,"Too little, too late. Already committed to alternative.","[""Fast response critical for clinical documentation issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5066,HC-1175,2025-07-31,churn_risk,49,clinical_documentation,"[""Executive escalation call"", ""Resolve clinical documentation issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-09-01""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-24""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-09-09""}]",resolved,51,72,21,True,False,0.0,2546,Good progress but still monitoring closely.,"[""Fast response critical for clinical documentation issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5067,HC-1176,2025-07-26,churn_risk,49,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-25""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-09-10""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-23""}]",resolved,51,73,22,True,False,0.0,3139,Good progress but still monitoring closely.,"[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5068,HC-1177,2025-07-30,churn_risk,49,insurance_verification,"[""Executive escalation call"", ""Resolve insurance verification issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-11""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-30""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-19""}]",resolved,51,98,47,True,False,0.0,6552,Good progress but still monitoring closely.,"[""Fast response critical for insurance verification issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5069,HC-1183,2025-08-20,churn_risk,44,billing_workflow,"[""Executive escalation call"", ""Resolve billing workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-31""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-07-18""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-09-14""}]",resolved,56,98,42,True,False,0.0,74818,Appreciate the attention. Staying with platform.,"[""Fast response critical for billing workflow issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5070,HC-1185,2025-08-17,churn_risk,52,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-09-07""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-04""}]",unresolved,48,45,-3,False,False,0.0,5605,Unfortunately decided to move to competitor,"[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5071,HC-1187,2025-07-31,churn_risk,57,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-09-02""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-09-07""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-19""}]",resolved,43,87,44,True,False,0.0,22772,"Too little, too late. Already committed to alternative.","[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5072,HC-1189,2025-08-13,churn_risk,53,prescription_workflow,"[""Executive escalation call"", ""Resolve prescription workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-17""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-28""}]",unresolved,47,56,9,False,False,0.0,1526,Unfortunately decided to move to competitor,"[""Fast response critical for prescription workflow issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5073,HC-1190,2025-07-10,churn_risk,46,hipaa_compliance,"[""Executive escalation call"", ""Resolve hipaa compliance issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-14""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-22""}]",unresolved,54,63,9,False,False,0.0,21353,Unfortunately decided to move to competitor,"[""Fast response critical for hipaa compliance issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5074,HC-1192,2025-09-02,churn_risk,57,billing_workflow,"[""Executive escalation call"", ""Resolve billing workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-15""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-09-15""}]",unresolved,43,51,8,False,False,0.0,1214,Unfortunately decided to move to competitor,"[""Fast response critical for billing workflow issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5075,HC-1198,2025-09-03,churn_risk,42,clinical_documentation,"[""Executive escalation call"", ""Resolve clinical documentation issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-23""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-03""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-03""}]",resolved,58,81,23,True,False,0.0,3773,Very satisfied with response. Issues resolved quickly.,"[""Fast response critical for clinical documentation issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5076,HC-1199,2025-08-27,churn_risk,44,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-14""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-17""}]",unresolved,56,54,-2,False,False,0.0,1749,Unfortunately decided to move to competitor,"[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5077,HC-1201,2025-09-02,churn_risk,42,billing_workflow,"[""Executive escalation call"", ""Resolve billing workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-05""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-18""}]",unresolved,58,68,10,False,False,0.0,4508,Unfortunately decided to move to competitor,"[""Fast response critical for billing workflow issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
